reviewText,classification
good card. work as describes. haven't had any issue with it or going pass metal detectors. no lost files or missing files.,4
"It's good, I liked it, works perfectly with my Minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10MB/s.",4
Purchased this a few months ago and the product is still working well. I haven't had any data loss or other issues.,4
This works with my Galaxy S4 and is fast enough to record 1080P video. I would purchase again I have always had good luck with SanDisk cards.,4
Always have multiple shots at your dataI lost some photos due to a corrupt cardI used this for my phoneThe company did replace my card with no problemsBeen working great for the past few months,4
I did not do any bench tests to see to verify the read and white but been very happy with it.,4
"My wife and I just upgraded our phone to Note 3 and wanted more space.  We had the phone for 4 days now and Micro SD card works fine.  However, I feel transfer rate is slow when transfering movies from my desktop to SD card.  1.2GB movie will take about 12-16 minutes.  I have pretty high end gaming PC.  Intel I7 980X CPU, 12GB Memory, 7870 ATI Graphic card, 120GB SSD card, 3TB hard drive for storage, 1200W 80Plus Gold PUS, ASUS Sabortooth motherboard,etc.  When transfering movies or file to my WD 2.5 inch external hard drive will take 1-2 minutes.  Still satisfied, since I have more than 90GB of storage on my phone.",4
No problems I have two and I bought one for a family member. She loves it. I need four more words. I will keep buying it.,4
Easy to use.non stick and bulit well.would buy again no question.hope it last longer than the last.only issue is it's longevity.Last one lasted less than 3 years.for that price it should last longer,4
"4 stars for the excellent price and performance. Seems to be as advertised. Average copying speeds are around 18-20MB/s.Only gripe is that SanDisk doesn't include any extras - i.e. a plastic protective case, or bundle it with a SD Card reader. However, can understand why at this price point.",4
"It's pretty much a commodity product made in the Far East, but what I store on it is pretty valuable.  I feel confident in SanDisk manufacturing quality control, in the end.",4
"It arrived quickly, was easy to install, now, if I can just figure out how to save data onto it from my device...",4
"Really good deal, definitely a good way to save money  buying an item with less memory and buying one of these is a lot cheaper",4
"Great Card but poor packaging don't understand why these manufactures seem to think that putting all this plastic wrap all over the cards is good, anyway the card is high quality sturdy and quick to save and pull information from on my wife's Samsung Galaxy S3",4
We bought this for our new camera when we were expecting our first child. We use the camera about once per week (the iphone is just easier and usually takes a better picture for some reason) and we transfer the photos to our PC. It has worked well and we have no complaints so far (7 months).,4
"I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",4
"I use this for a Raspberry Pi, in the SD adapter, and it works so far.Also appeared to be the genuine part, although the prolific Sandisk counterfeiters have gotten really sneaky in recent years.I like getting MicroSDHC cards because they can be adapted to different device sizes.  For example, let's say I buy a used phone or e-reader that needs a memory card, and I'm not using my Pi -- I can just take the Pi's card, take it out of the adapter, and put it in the other device, rather than pay more money and wait a week for delivery of a new one.",4
OH my gosh this is the greatest invention since sliced bread. I am totaled underwhelmed and it works too. xx xx,4
"Even though it's a class 10 card, writing data to it still takes a while. However, the card performs well in my phone. If you can get a good deal on this, you won't be disappointed.",4
"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",4
"You need to format this card to FAT32 before using it in your cell phone, otherwise it will not work. My Samsung Galaxy S3 kept giving me beef until I did so. It's handy to have a laptop sitting around that has a port that can take this card with its adapter in.Luckily I had one such laptop lying around. Otherwise, this card works great and holds quite a bit of space. Giving it 4 stars for the initial grief with formatting it. IIRC I used a tool called Fat32 Format, but it's on my laptop so I haven't checked.",4
"As the title says, it can cause your GoPro Hero 3 to stop recording mid recording if used at the highest resolutions and frame rates.",4
"Fast card, reliable performance.  Got this card for my Galaxy S3, no compatibility issues.  Would buy again for in a heart beat.",4
"Its probably better than I think it is. I got this to go in a Samsung tablet which is about to get replaced with an iPad. But the SD memory card portion has not given me any fits yet. The write speed isn't as high as some SD cards and this funky form factor requires an adapter most of the time, so don't expect to pop this into your DSLR.",4
"I use this in my Samsung Galaxy SIII and it has been great. There have been a few instances when the card was not recognized, but simply rebooting the phone fixed the problem. I am unsure whether this is a Samsung issue (probably), or a SanDisk issue, but it has only happened 2 to 3 times over the course of a year and a half. Overall, the write speeds are fast enough that you can record 1080p video directly to the card, which is exactly what I wanted it for. It does come with a full-size SD card enclosure, allowing you to use this in devices that require that type of memory card. Recommended!",4
Good priced memory comes in plain white wrapper and an adaptor for SD card size. It didn't forget what I put on it so I guess it works.,4
The stock memory card that came with my Motorola Defy-XT was only 4 GB and I wanted to up the memory. This works quite well and was a good buy for the class 10 card.,4
I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.,4
"After having my first ever failure of a SD card, a 32GB SanDisk Micro SD card that went from apparently fine to totally corrupted in a matter of minutes, and before I could salvage anything on it. With the refund from Amazon of the 32 GB card I purchased this 64GB Ultra card as the replacement for my phone.After having problems getting the full 64 GB seen as an individual 64 GB and not a partitioned into two 32 GB files on the card, and the secret is to NOT format the card in a computer, format the card IN THE PHONE, then via USB or WiFi you can add back all the content,It is seemingly working great, seems fast with no undo lag when taking burst mode photos and I just hope it will continue to do so. I am much more contentious about backing up though, with Android, Amazon and Google pretty much all your content can be saved online and reinstalled but it takes time and is a big hassle so just backing up to a computer works great for the next 'just in case' time.",4
I'm not sure what to say other than that this product works as described by the manufacturer and seller of this product.,4
Not sure what the point is of reviewing a stanard 32G memory card.  Purchased for a tablet and works fine.,4
I use this in my Samsung Galaxy Work Pro 12.2 Tablet. It woks so what else can you say?,4
Use this in my GoPro 3 silver edition.  Even at 1080p/30 I get about 9 hours of video.  Write time is great and I have had no problems writing video to this card real-time.  I have been happy with all of my SanDisk purchases.,4
"I bought this for my Samsung Note tablet 10/1 to store movies and books. I haven't watched a full movie on it, though I have watched a full TV show without issues.  I don't really do anything else that needs speed, so I can't say how fast it is.",4
"Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",4
I have always purchased SanDisk products. This works alright it went bad in 2 months and sandisk replaced it. I have not had any issues with the replacement that Sandisk sent.,4
I put it in my tablet and so far nothing to complain about. Will see how long this one can last.,4
"Bought this memory card as a spare for my Samsung Tab 2 10.1.  It works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when I travel on vacations.",4
"reasonable price, good quality. not much more needs to be said.",4
"Not a lot to say about it, it's storage.  I haven't done any speed tests or anything but it definitely works in a Samsung Galaxy S3 and I don't see any performance issues watching videos files stored on it.",4
"Using this in my Samsung G3 cell phone as a memory card and expansion. it works ok for now, allthough not the card but the phone itself does have a slight issue with reading massive sd cards at this high compacity. I hope that samsung will release a software or firmware update to resolve the issue with reading the card on boot up of the phone sometimes. I have found that simply restarting the phone usually resolves the issue with reading the card. or any other error messages. Overall minus the slight issues it works great.",4
"It's an sd card, this one's fast. The read and write speeds are pretty equal on this one. Approaching 20mbits per second for read and write. I installed linux to this drive for my cubieboard. Yeah, read and write speed would definitely be an ultimate determiner of over all system performance with this credit card sized computer.Sandisk makes nice stuff don't they?",4
very usefull to use in the phone also they come with the adpator to SD i will remomend it :),4
"I have 4 of these in use in different devices.  I have had no issues with any of these cards, they're all still working great.",4
Previously purchased two ADATA microsd cards one which never worked and one which failed on the second boot.So far no problems with tht sansdisk chip.,4
"I was pleasantly surprised that my card arrived ahead of schedule. That's always a plus in my book. The works without a hitch. I was able to copy the files from my 16GB card to this one relatively quickly and very easily. My Samsung Galaxy Tab 2 7.0 read the card perfectly. I have no complaints about the card although I expected the write speed to be a little faster. After all is said and done I would definitely recommend this card for your tablet, smart phone, or any other device that allows for expandable memory.",4
"Good price and fast enough to load MP3 files from the computer quickly.  I use these in Sansa Clip MP3 players, perfect match.",4
"With this card I picked up for $35 amazon's black friday sale, I increased my GNII's storage to 80GB! It transfers data at about 15MB read/write, which is well below advertised. However, this is very similar to the speed that my GNII's built in storage transfers data at, so when running large applications off of this SD card I see no difference in speed than running apps off of the phone itself.",4
It is ok for the price...but occasionally it has to be removed and reinserted or the device reports &#34;no card installed&#34; I think the contacts on these are a little flaky.,4
"After purchasing three of these (one for myself and two for gifts to others) I read reviews that said they sometimes just quit, and it's difficult or impossible to recover data.  I have only been using my own card for 2-3 weeks, but it hasn't failed yet.3/27/13 after having this in my phone for almost 4 months, the phone started chirping every few seconds, telling me it was either mounting or unmounting a card.  The SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card apparently just decided to fail.  Thank goodness I only had info for one small app on it, and only need to access it about once a week, so it's not real critical.  Thanks to Amazon's 30 day return policy though, I will probably just have to eat the cost of this one.  Unfortunately, I read the other bad reviews about this product after I had already purchased mine (2 of them, but my wife's hasn't failed YET).  My advice is to stay clear of this product, and maybe SanDisk in general.",4
"This works on my phone and is amazing, however it seems to transfer pretty slowly.  I move a lot of music and movies on and off my phone so it can be annoying.  I'm not sure if my phone or this card is the weak link though.  I have Note 2.Anyways, it was cheap and it works, that is all that matters.  Buy it!!!",4
"Really the gold standard.  I will reserve 5 stars until they blow me away on the price.  Otherwise, this is an excellent buy.",4
good scan disk but the wrong one for my camera I needed a class 6 this class 10 locks up for no reason and even will lock up my computer when it does..,4
"I purchased 2 of these, 1 for my HTC Incredible phone and the other for use in a key chain storage device. Both of these cards run very very hot.  After copying over 4GB of files, it was almost scalding to the touch.  But both have been reliable with only a few issues of reading them, both times in the thumb drive adapter, so that may have been at fault and not the card itself.",4
It was exactly the memory card I ordered. I tested it using the adapter that came with it by plugging it into my computer. Worked great.I replaced the 8 GB card already in my new tablet (a month old) with the new 32GB card and everything ground to a halt. Waiting a long time made no difference.The maximum card size for my tablet is 32GB. I guess for now it's just an ornament. That's why it was the unexpected. That's why it only got 4 stars.Update: the memory card may not be at fault.,4
I love the card unfortunately my note 2 does not allow app install on the SD therefore i have not been able to fully test this card,5
Great microSD card for your phone to upgrade you with additional 32 gigs of space.  The beauty of having a huge microSD in your phone is that you can store all of your music and pictures and stuff on there and then swap it into a new phone or replacement when that happens and not have to transfer anything over manually.,5
I bought it to expand the memory on a cheap Android tablet. It is recognized and works fine. No problems.,5
"this is a great card and product, just need to watch out for device compatibility. Got it on sale for the Samsung Galaxy Note II and it works great! Also came with an adapter.",5
"I needed some new SD cards for my new tablets. After researching I bought the SanDisk ultra 32 GB MicroSDHC Class 10. It is way better than the almost same price SanDisk Ultra without Class10!! The Ultra Class10 is lightning fast. you can see the difference when you copy large files, you will note that read and write procedures are much faster, whether you use it in camera, smart phone or tablet. The price is also ok. Only drawback I noted was that the recognized capacity is not 32GB but 29,71GB in my Asus Memo Pad. Other than that I am extremly pleased with this Micro SD.",5
The memory card works well in both my LG Optimus L9 (YES!!) as well as my Galaxy Note 10.1 Tablet. The card worked native on the Note but I had to reformat it to work with my phone (reformatting on the phone itself). It has the correct capacity and seems the correct speed.,5
"Even thoug it does not meet the specification speed, is a great product, it does what it was intended for.",5
I recently upgrade my cellphone to the Samsung Galaxy Note II super phone and needed/wanted a larger memory card.  This unit is much better than I could've every ask for with it performance and reliability.,5
"Sandisk is a very reputable company, and this class10 microsdhc card is quick.  I use it in my Galaxy S3 and it records video and photos without skipping a beat.",5
Comes with a nice little adapter for your MicroSDHC so you can use it as a normal size SD card also. pretty neat.Considering for the price at 24$ for 32gb is pretty reasonable class 10 is fast for any HD 1080p video recording or DSLR camera.I bought this for myself to use with the GoPro 3. Taking picture & Videos working great as it didn't give anycorrupted files videos & pictures yet. Its working pretty good. San-disk is a pretty reliable brand as you won't be able to go wrong with it.,5
very affordable memory with a lot of storage this was an excellent purchase that was worth it thank every one,5
"excellent product.  great storage capacity.  super fast.  delivery was excellent as alwaysPros =- everythingcons: noneputting in more so I make 20 words. not much to say, it's a perfect product.  exactly what it says it is",5
I bought this for my new Samsung G5. I installed it and the card was immediately recognized. It should be big enough for lots of music and videos.,5
I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.,5
The sandisk ultra 32 gb is very fast. The quiality is excellent. Usefull for all device. Not problem. I recomended.,5
"I believe in generic. I tried generic. for somethings, you need SanDisk. you can trust SanDisk, it always works and if it doesn't, they will make it right.",5
"Does what it says it does, and does it like it says it will.  Installed in my Galaxy S5, no issues, and no complaints.",5
Zero complaints! Works great. My old card just quit and it seems certain cards fail on s3 and s4 devices. This one is made to work on them. Order placed and received in just over 24 hours!,5
"It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",5
Got this for my Sansa ClipZip. It holds all the songs I have on my computer from the cd's I have downloaded. Great to have for extra data when needed.,5
"I bought a new underwater camera. So my 32 GB Adata went to the camera and this Sandisk went to my Galaxy Note 10.1.  On our family vacation I took the newly purchased camera and the 32 gb Adata.  Long story short:  A lot the photos and videos taken in Cancun are gone.  Photos and video from top of a Mayan ruin (pyramid), snorkeling, family photos are all corrupted and gone.  At first, I thought it was the camera until I placed the Sandisk in and experimented with it.  This Sandisk was flawless!  I will be staying away from lesser known brands and staying with Sandisk going forward.",5
"The name should speak for itself! It comes with a regular SD card adapter. If one day you feel that you have no need for a microSD card then just simply put it back into the adapter and use it as a regular SD card for your camera or other electronics that takes a form of a regular SD card. It reads and write very fast, which it should since it's a class 10 card! I bought this for my Samsung Galaxy S4 and it's a nice addition to storing those big 1080p files & MP3 music loads. Hands down the best brand in the industry for SD cards! I highly recommend it!",5
Didn't expect any problems and didn't have any either.  Great SanDisk quality at a decent price.  Speed as rated.  Happy,5
The recommended card for GoPro cameras. That's what I use it for and it works great providing outstanding performances and great quality.,5
I added 128bg with two San Disk Ultra 64GB memory cards to my PSP with a micro SDXC Adapter to the memory stick duo.,5
"my phone is still on gingerbread os, so this card is much faster than i will ever need with its capabilities. i like that it has a lifetime warranty, as my previous 32gb card did not have a warranty and is now fried after one year. for $28 with shipping this should hold me over for many years to come and has the speeds to keep up with future devices. overall very pleased. got 9mb/s write speed and 22mb/s read speed on a motorola defy xt using a speed test app",5
"I have rip music from SACD and DSD to put on this microSD and it can playback smoothly on FiioX3 Digital Audio player, no matter how big the file is.",5
"The class is how fast the memory is read.  This is a fast card.  There are faster out there, but they are far more expensive, and not worth that expense, in my opinion.  Does everything perfectly and in a compact package.  SanDisk is a brand name, and trusted by me.  Worth the extra buck, since I've used SanDisk since they made 8MB CF cards&#8230;how far we have come&#8230;",5
"I bought this for my surface rt tablet and it works great, and love how it came with the adapter.",5
"Maximize your storage now with this product. Installed easily, even for tablet new-bees. The tablet recognized it-no problem. And I'm pretty techno challenged, but have used it for picture storage and successful transferring data from the device.",5
This is a really great micro SD card! I purchased one for my Samung Tablet and another one for digital video.,5
Works just fine in my video camera in the car.  And I saved over 15 bucks over Best Buy (which always tries to rip you off).,5
this microsdhc card fit perfect in my grandsons tablet. its great to be able to download extra music and games for him.,5
Nice to see name brand things that are cheaper then in the store.  I bought this either for my phone or tablet.  You never need to worry about running out of space.  The only downside to this is if you have big fingers this thing is small and hard to manipulate for it to go in the proper way and space.,5
"I bought this for my Samsung Tab 3, my pc, camera and cell phone. It is a great little drive to store music or files on. The price was excellent as well. Fast shipping, packed well. great deal all the way around.",5
"Before using I strongly suggest to format the card, it only takes seconds. With the SanDisk I am able to transfer my images from the phone to the other phone or the tablet with no issues.My old MicroSD was from PNY when I purchased the phone they were giving the MicroSD card for free; however, it was only 2GB card. I figured that it was time to upgrade since I only had about 20MB left of space on the card, and the phone space was full due to pictures. I spend several hours doing research for a good MicroSD card.  After reading couple articles online I found that all of my devices work great with MicroSDHC.There are a lot of choices to pick from on Amazon. However, I was debating between SanDisk, Transcend, and Samsung. I started to read Samsung MicroSD card reviews, and the first reviews were from 2012 which were 1 star, at least most of them due to the card not being a class 10.  Then I looked at the Transcend card and the reviews were good., but I was not so sure about the performance test.So the third one I looked at was SanDisk, and it appears to be the best choice for my devices just because it had so many reviews. I read a lot of reviews about this SD card and I was convinced to buy it.I have downloaded SanDisk Memory Zone for all of my devices. The app provides more management functionality for complete control. It allows to manage local and cloud memory, meaning you can move files from your phone to Box, Dropbox, Google Docs, Picasa, SugarSync, SkyDrive or from the cloud storage to the phone. The application allows to secure files with a password.",5
When you are looking for a high end SD card with great write speeds look no further than Scan Disk Ultra,5
THE NAME OF ITSELF SPEAKS OUT. GO SANDISK GO!,5
"Best price I could find for a high quality Micro-SD for my Samsung S4 cell phone. Every store in the area charged crazy prices for lesser quality cards. Don't even think of buying any sort of card from your cell phone service provider. They are the worst ! Amazon all the way for cell phone accessories. Items like cases, screen protectors , Micro-SD memory cards.",5
I finally have a micro SD card that I can use to transfer pictures from my computer to my photo printer.  Works flawlessly.,5
We need lots of room in the memory card.  I think there is plenty in this card and San Disk always hss a great product.,5
Good value for the money. Performs like a SanDisk and with the piece of mind it won't fail.,5
"the site is very reasonably priced unit memory added to my Samsung galaxy no pro-12.2, 64 GB. It also helped expand the memory in this to allow for better storage of songs, information, and I believe it to be a good value.",5
"I personally got mine to expand my Surface storage and it works brilliantly, it holds all of my media: movies, tv, books, and pictures; with plenty of room to spare.",5
I bought this micro SD card for my Galaxy Note 2 about 5 months ago and its been great. Plug and play with no problems. It recognized it immediate and right after I was able to transfer 20gb of videos/music to my phone right away. The transfer speed is good and is what I was expecting from reading guides on these type of SD cards. This is a good product and I recommend it to anyone looking for a SD card.,5
great price and just what i needed i would recomend this product i think all scan disk products are good,5
"I have both a PAD and a phone. With one of these in each I can take the card out and read it directly on my computer. also if I wnat to load some pictures or movies, I just put them on the card and put it back in the PAD or phone. I don't need to subscribe to looney tunes or whatever they call it. I can just put on or take off what I want without a third party being involved. Very nice indeed.",5
"There is something to be said about SanDisk. You plug it in and it just works. I've never had one be DOA or any memory issues throughout the years, both for my camera and storage products. I installed this in my Galaxy SIII and it recognized it right away and I was able to dump my music onto it. Speed seems great as well, no complaints.",5
"Very fast! Decent price.I use this for my phone, and it does the job. Never had any problems, it's a class 10 card so it has plenty of speed for reading and writing. Will buy again =)",5
I ordered this to use with my new Samsung Galaxy SII phone.  I've used SanDisk in the past and have always had great luck with their products. I would definitely recommend this product.,5
"Great product, great speed, no hassle, plug and play. Up to now sandisk products have always been reliable for me hope this keeps up to it's brand.",5
"Shop around, and you will be surprised how good of a deal this is.Combine it with something else to get free shipping, and it's a low cost winner.Technically speaking it works great, especially for a Go Pro Camera which will benefit greatly from the enhanced storagecapacity.Put it in a digital camera, and you won't need to worry about running out of space.Just bought my second one, that's how much I like/recommend it",5
"Wanted a larger faster card for my razr maxx, running on CM11/Android 4.4.  For the price this card was the best option.  My phone had no problem using it in the default exfat partition.  Is much faster than my old card.  No problems with it.  Couldn't be happier.",5
plugged it into my Surface 2 and doubled my storage capacity.  i have had no problems with it. It is fast enough to use for videos.,5
"I've had this card for some time now and I've only had one problem with it and I believe that problem to be with my phone. The card's formatting became corrupted and while I could still copy to and from using my computer, my phone didn't recognize the card. Copying the data off, formatting the card, and copying the data back onto it fixed the issue. It's really nice to have 64GB's of extra data storage on my phone.",5
So far have not had any problems with the card.  Our movies have been great.  Beautiful color. Very clear and bright pictures.,5
"use it with my GS4,,no data corrupt/loss issues encountered. Also being Class 10 it holds true to speed claims.would highly recommend.",5
"Stores thousands of pictures, and it worked perfectly in my Lumix camera using an SD adaptor.  Recommend to anyone who wants a 32 GB micro SD card.",5
Is there any thing else that needs to be said?This was put into a Samsung S3. The card worked and has worked so far w/o any hick-ups. Price was very good too here on amazon.,5
"Plugged it into my Samsung Galaxy II, and the memory appeared - what more can I say other than it has performed exactly as expected.",5
"came in fast and managed to get it at a gold box discount, seven more words are required? thats cool i guess.",5
"I bought this for my GoPro and it does great. The only problem I experience with it is, if you download your pictures and videos from the day, you should re-format the card before trying to use it again. It seems to get confused where you left off when you re-install it. I lost out on getting some pictures and video because of not doing this on the second day of my SCUBA vacation. When I would start the GoPro in video mode, it would record about 6-15 seconds then stop automatically. Haven't have anymore problems since re-formatting after each night's downloading. The videos, set on 1080 looks great.",5
Good 32 GB SD Card.  I bought it to upgrade memory stotage on my cell.  It works on my Samsung S3.  Also comes with adapter.,5
"Great storage, has not failed yet after about a year of usage.",5
"And I hope I never do! Because of the price point and my past experience, these are usually the memory cards I go to first. I've never been let down yet.",5
"If you use one of the  larger MP  taking camera ( 12-14-16 etc)  you need this card.  Taking photos on those kinds of cameras really chews up the smaller MP cards.  Don't go on vacation without at least 1 of these babies, or you'll be having to carry lots of cards and probably end up losing one and your memories.",5
"not much to say about this, ordered it to put into my new Dell Venue 8 Pro tablet, plugged it in and it works as advertised. Nuff said!",5
Works great with my smart phone. Didn't need to format the card or anything. Just popped the card in and everything worked great out of the box. Transfer speeds are excellent with this card. I would recommend this card to everyone.,5
"Great speed on both my DSLR and Smartphones. Great Sandisk quality as usual.Although other brands may be cheaper at times, I normally look to Sandisk first, and will usually buy it over other brands unless there is a large price difference.",5
There really isn't much to say about a micro SD card: it either works or it doesn't. I bought this to install in my phone and it seems to be working fine. The fit was perfect and the performance is totally satisfactory. I've never had any trouble with SanDisk products and this will likely be no exception. It was a great value compared to places I had priced locally.,5
"I use this with my Contour ROAM on the race track, hasn't failed me yet. I would buy this again.",5
"I have buy the SDXC for Xperia Arc S even many was saying it support till 32GB SDHC, The SDXC 64GB work perfectly on the Xperia Arc S",5
In constant use on my Samsung Ativ 700t since January with narry a problem. I just bought my third one :),5
"Awesome! So much space, and it works with my phone, all i could ask for! Comes in extremely handy. Thank you SanDisk!",5
Ordered for my sons phone and was extremely happy with the card when it arrived. Would absolutely order again if needed.,5
This chip is fast & solid.There really isn't too much to say about this kind of memory.  My most appealing aspect is the fact that it has a MUCH faster access speed than many other SD cards.,5
I use this card for watching workout videos on my smartphone so I can do them outside. It works great.,5
"Works as expected, no glitches or problems. Using it with my Contour Roam2 helmet camera. Frustration free packaging was nice.",5
Product arrived on time not excessively packaged. Worked perfectly out of the box. Speed is excellent as I can play movies on it and the large file transfer time is very quick on the tablet.,5
"Bought this for my GoPro Hero 3 and am happy with the storage capacity. When formatted it gives me about 9 hours and 20 minutes of 720p video at 60fps.It's high capacity storage, it transfers quickly enough and was reasonably priced. What more can I say?",5
The SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter handles its job as you would expect from SanDisk.,5
"This item works exactly as advertised!  Those negative reviews for this product must be from people who mistakenly reviewed the wrong product or don't know what they have.  This SanDisk Ultra 32Gb SDHC micro SD card is truly a class 10, and works fine in my HTC phone!",5
"While I prefer the Pro SanDisk for my cameras, this has worked well in a smaller point-and-shoot camera, and now in my Galaxy SIII.  Plenty of room on it.  Ultra is not as fast as Pro, but plenty fast enough for my phone, including the few photos I take.  About 1 to 1.5 seconds to write to it.  Now getting 64 Gb units, and looking at a 128 Gb (expensive).",5
"its so much faster than normal sd's. I recommend this micro SD. it flies!the card reader was ok, tested it and worked but never really used it because its too big",5
I prefer the San Disk brand over other types.  This is a great size for phones & camera's.  I would buy again.,5
"Product is as expected.-----------------------------------------------------------------------CrystalDiskMark 3.0.1 x64 (C) 2007-2010 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  32.903 MB/sSequential Write :  10.263 MB/sRandom Read 512KB :  31.584 MB/sRandom Write 512KB :  5.485 MB/sRandom Read 4KB (QD=1) :  3.296 MB/s [  804.8 IOPS]Random Write 4KB (QD=1) :  0.894 MB/s [  218.1 IOPS]Random Read 4KB (QD=32) :  3.002 MB/s [  732.9 IOPS]Random Write 4KB (QD=32) :  0.617 MB/s [  150.7 IOPS]Test : 1000 MB [F: 0.0% (0.0/29.7 GB)] (x5)Date : 2012/12/12 17:12:51OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)",5
"I operate a commercial whitewater rafting company and we buy these bulk whilst renting out GoPro's and selling the footage along with the card to the customer. We've never had a bunk card or any problems whatsoever over about 40 cards so far. I was advised by my gopro rep to be sure to buy from a name brand &#34;like sandisk&#34;. The adapter is well appreciated by the customer, not only because most people don;t have a port for the micro format, but also because microsd is so ridiculously small that its far too easy to lose.Have and will buy again.",5
As soon as this card arrived I tested some clips I recorded in full HD video (1920 x 1080p x 30FPS) from my Canon T3i.  The card performed flawlessly.I purchased this to expand my Surface Pro's available memory and I am very pleased.,5
"The San Disk Ultra 64 GB Micro memory card works really well. The card is tiny, but the card comes with an adapter. I use it for the GoPro.",5
"what can I say besides what the title says, Plenty of memory....plug and play and a GREAT price...you won't be sorry!!!  :)",5
Sandisk class 10 as far as memory cards to me is the best! As for the price of $20+ this card is all you need for advance cameras phones ext. I bought it for my Go Pro Black edition and it worked flawlessly without and buffering error. For my money Sandisk is where I would put my money on before any other memory card...,5
I use it to store movies for my kids to watch on theirAndroid Tablet. It works flawlessly. Price finally down to earth.,5
This is about the same as what you would pay at Costco but you don't have to pay the sales tax. Same card lower price. Nice.,5
Works great (more than I can say for the GoPro).  I do pull it out an put it into my computer using that little SD adapter.  Way quicker to pull 16 GB that way (I don't know why).,5
"If you have to have the max storage on your phone... this is it. Not only is it the fastest class available, it is the ONLY decent 128 card available right now. Not a bad price, either.",5
"Like all SanDisk products I have purchases in the past, this little card works just fine in my phone and I have not had any issues at all.",5
Love the storage space.  My GS4 only has 16 Gigabytes for storage and fills quickly.  I just store all my media on the memory card now instead of on the internal memory. Transfers go quick thanks to the great write speeds.,5
I bought this memory chip for a GoPro Hero 3 camera. It works beautifully and it arrived promptly with little packaging.,5
"I put this baby in my Galaxy Note II, formatted it, and ran an SD card app to test it.  All seems to work well, maxs out my memory.",5
This works much better than any sd card I had in the past (I have class 4 off brand cards) and it is perfect for the tablet that I bought it for.,5
"Bought these for my FineVu CR-500HD dash cam, my cam cannot take cards greater than 32GB and found this to be the most consistently performing card for my use.I now get almost double the recording content vs. the 16GB card that came with the dash cam. If you need a card with no maintenance and performs with no issues, this is the card to get.",5
"I currently have all my downloaded music on this car sitting in my surface RT.  I haven't done any measurements on how fast the transfer rate of this card is, but I can tell you that it is fully capable of playing music and videos from the card to my Surface RT with no lag at all.  It was also a very good value as far as price/size/speed ratio.",5
I'm using this on my gopro.  I find that my new issue is not filling up the memory but running out of battery!  Thanks again!,5
Very fast and reliable this SD gives my GS4 so much more ability. But I am thinking about buying the 64gb so keep that in mind 32GB will fill up kinda fast if you shoot lost of photos and videos.,5
